GENERATION_PROJECT,gen_tech,gen_load_zone,gen_connect_cost_per_mw,gen_capacity_limit_mw,gen_full_load_heat_rate,gen_variable_om,gen_max_age,gen_min_build_capacity,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_is_variable,gen_is_baseload,gen_is_cogen,gen_energy_source,gen_unit_size,gen_ccs_capture_efficiency,gen_ccs_energy_load,gen_storage_efficiency,gen_store_to_release_ratio
g10522,wind,2010904,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10523i,hydro,2010908,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10523,hydro,2010908,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10524i,hydro,2010909,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10524,hydro,2010909,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10525i,hydro,2010910,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10525,hydro,2010910,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10526i,hydro,2010911,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10526,hydro,2010911,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10527i,hydro,2010912,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10527,hydro,2010912,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10528i,hydro,2010913,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10528,hydro,2010913,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10529i,hydro,2010914,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10529,hydro,2010914,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10530i,hydro,2010919,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10530,hydro,2010919,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10531i,hydro,2010920,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10531,hydro,2010920,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10532i,hydro,2010921,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10532,hydro,2010921,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10533i,hydro,2010922,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10533,hydro,2010922,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10534i,ng,2010923,0,5000.0,6.58,8.5278792,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10534,ng,2010923,0,.,6.58,8.5278792,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10535i,ng,2010923,0,5000.0,6.95,9.0106692,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10535,ng,2010923,0,.,6.95,9.0106692,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10536i,hydro,2010925,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10536,hydro,2010925,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10537i,hydro,2010925,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10537,hydro,2010925,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10538i,ng,2010930,0,5000.0,7.14,12.32104668,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10538,ng,2010930,0,.,7.14,12.32104668,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10539i,ng,2010931,0,5000.0,7.1,9.613703339999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10539,ng,2010931,0,.,7.1,9.613703339999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10540i,ng,2010932,0,5000.0,7.09,10.07681334,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10540,ng,2010932,0,.,7.09,10.07681334,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10541i,wind,2010933,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10541,wind,2010933,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10542i,hydro,2010934,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10542,hydro,2010934,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10543i,hydro,2010934,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10543,hydro,2010934,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10544i,solar,2010938,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10544,solar,2010938,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10545i,solar,2010939,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10545,solar,2010939,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10546i,solar,2010940,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10546,solar,2010940,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10547i,hydro,2010944,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10547,hydro,2010944,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10548i,hydro,2010945,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10548,hydro,2010945,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10549i,hydro,2010946,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10549,hydro,2010946,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10550i,hydro,2010947,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10550,hydro,2010947,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10551i,hydro,2010948,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10551,hydro,2010948,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10552i,hydro,2010949,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10552,hydro,2010949,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10553i,hydro,2010951,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10553,hydro,2010951,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10554i,hydro,2010951,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10554,hydro,2010951,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10555i,hydro,2010955,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10555,hydro,2010955,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10556i,hydro,2010955,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10556,hydro,2010955,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10557i,hydro,2010956,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10557,hydro,2010956,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10558i,hydro,2010956,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10558,hydro,2010956,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10559i,wind,2010959,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10559,wind,2010959,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10560i,wind,2010965,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10560,wind,2010965,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10561i,hydro,2010966,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10561,hydro,2010966,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10562i,hydro,2010966,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10562,hydro,2010966,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10563i,hydro,2010966,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10563,hydro,2010966,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10564i,ng,2010969,0,5000.0,6.64,9.407202000000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10564,ng,2010969,0,.,6.64,9.407202000000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10565i,hydro,2010972,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10565,hydro,2010972,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10566i,hydro,2010972,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10566,hydro,2010972,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10567i,hydro,2010973,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10567,hydro,2010973,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10568i,hydro,2010973,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10568,hydro,2010973,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10569i,wind,2010978,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10569,wind,2010978,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10570i,wind,2010981,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10570,wind,2010981,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10571i,wind,2010982,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10571,wind,2010982,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10572i,wind,2010985,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10572,wind,2010985,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10573i,ng,2010989,0,5000.0,7.06,9.11683134,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10573,ng,2010989,0,.,7.06,9.11683134,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10574i,ng,2010990,0,5000.0,7.1,11.867182679999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10574,ng,2010990,0,.,7.1,11.867182679999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10575i,ng,2010991,0,5000.0,7.06,10.150361339999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10575,ng,2010991,0,.,7.06,10.150361339999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10576i,hydro,2010993,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10576,hydro,2010993,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10577i,hydro,2010993,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10577,hydro,2010993,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10578i,hydro,2010994,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10578,hydro,2010994,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10579i,hydro,2010995,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10579,hydro,2010995,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10580i,hydro,2010998,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10580,hydro,2010998,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10581i,hydro,2010998,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10581,hydro,2010998,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10582i,ng,2011005,0,5000.0,6.89,10.035984299999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10582,ng,2011005,0,.,6.89,10.035984299999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10583i,ng,2011006,0,5000.0,6.9,8.3930043,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10583,ng,2011006,0,.,6.9,8.3930043,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10584i,hydro,2011008,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10584,hydro,2011008,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10585i,hydro,2011009,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10585,hydro,2011009,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10586i,hydro,2011009,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10586,hydro,2011009,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10587i,hydro,2011014,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10587,hydro,2011014,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10588i,hydro,2011015,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10588,hydro,2011015,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10589i,hydro,2011016,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10589,hydro,2011016,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10590i,hydro,2011017,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10590,hydro,2011017,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10591i,hydro,2011018,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10591,hydro,2011018,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10592i,hydro,2011019,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10592,hydro,2011019,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10593i,hydro,2011020,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10593,hydro,2011020,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10594i,hydro,2011021,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10594,hydro,2011021,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10595i,hydro,2011022,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10595,hydro,2011022,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10596i,hydro,2011023,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10596,hydro,2011023,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10597i,hydro,2011024,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10597,hydro,2011024,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10598i,hydro,2011025,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10598,hydro,2011025,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10599i,ng,2011031,0,5000.0,6.79,9.069998340000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10599,ng,2011031,0,.,6.79,9.069998340000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10600i,ng,2011032,0,5000.0,6.79,10.13487834,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10600,ng,2011032,0,.,6.79,10.13487834,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10601i,ng,2011033,0,5000.0,6.79,9.692678339999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10601,ng,2011033,0,.,6.79,9.692678339999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10602i,solar,2011035,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10602,solar,2011035,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10603i,solar,2011035,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10603,solar,2011035,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10604i,solar,2011035,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10604,solar,2011035,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10605i,solar,2011035,0,5000.0,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10605,solar,2011035,0,.,.,0.0,20,0,0,0,1,1,0,Solar,.,.,.,.,.
g10606i,hydro,2011037,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10606,hydro,2011037,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10607i,hydro,2011037,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10607,hydro,2011037,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10608i,hydro,2011037,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10608,hydro,2011037,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10609i,hydro,2011041,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10609,hydro,2011041,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10610i,hydro,2011042,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10610,hydro,2011042,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10611i,hydro,2011043,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10611,hydro,2011043,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10612i,hydro,2011044,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10612,hydro,2011044,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10613i,hydro,2011045,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10613,hydro,2011045,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10614i,hydro,2011046,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10614,hydro,2011046,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10615i,hydro,2011047,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10615,hydro,2011047,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10616i,ng,2011050,0,5000.0,7.13,10.129986,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10616,ng,2011050,0,.,7.13,10.129986,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10617i,wind,2011052,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10617,wind,2011052,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10618i,wind,2011053,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10618,wind,2011053,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10619i,hydro,2011054,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10619,hydro,2011054,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10620i,hydro,2011054,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10620,hydro,2011054,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10621i,hydro,2011054,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10621,hydro,2011054,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10622i,hydro,2011054,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10622,hydro,2011054,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10623i,wind,2011060,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10623,wind,2011060,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10624i,wind,2011061,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10624,wind,2011061,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10625i,ng,2011062,0,5000.0,7.21,10.757025600000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10625,ng,2011062,0,.,7.21,10.757025600000002,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10626i,ng,2011062,0,5000.0,6.42,9.5846328,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10626,ng,2011062,0,.,6.42,9.5846328,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10627i,ng,2011062,0,5000.0,7.09,10.581592800000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10627,ng,2011062,0,.,7.09,10.581592800000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10628i,ng,2011062,0,5000.0,5.7,8.5117128,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10628,ng,2011062,0,.,5.7,8.5117128,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10629i,wind,2011065,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10629,wind,2011065,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10630i,wind,2011069,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10630,wind,2011069,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10631i,ng,2011072,0,5000.0,6.94,8.889219,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10631,ng,2011072,0,.,6.94,8.889219,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10632i,ng,2011073,0,5000.0,6.93,10.108478999999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10632,ng,2011073,0,.,6.93,10.108478999999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10633i,hydro,2011077,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10633,hydro,2011077,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10634i,hydro,2011078,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10634,hydro,2011078,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10635i,hydro,2011079,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10635,hydro,2011079,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10636i,hydro,2011080,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10636,hydro,2011080,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10637i,hydro,2011081,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10637,hydro,2011081,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10638i,hydro,2011082,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10638,hydro,2011082,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10639i,hydro,2013454,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10639,hydro,2013454,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10640i,hydro,2013454,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10640,hydro,2013454,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10641i,hydro,2013454,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10641,hydro,2013454,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10642i,wind,2013458,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10642,wind,2013458,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10643i,hydro,2013460,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10643,hydro,2013460,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10644i,hydro,2013460,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10644,hydro,2013460,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10645i,hydro,2013460,0,5000.0,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10645,hydro,2013460,0,.,.,0.0,60,0,0,0,1,1,0,Water,.,.,.,.,.
g10646i,ng,2013462,0,5000.0,5.65,8.709926939999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10646,ng,2013462,0,.,5.65,8.709926939999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10647i,ng,2013462,0,5000.0,6.15,9.479336940000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10647,ng,2013462,0,.,6.15,9.479336940000001,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10648i,ng,2013462,0,5000.0,6.65,10.251383879999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10648,ng,2013462,0,.,6.65,10.251383879999999,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10649i,ng,2013462,0,5000.0,5.61,8.655236939999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10649,ng,2013462,0,.,5.61,8.655236939999998,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10650i,ng,2013462,0,5000.0,5.49,8.47112694,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10650,ng,2013462,0,.,5.49,8.47112694,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10651i,ng,2013462,0,5000.0,5.65,8.71193694,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10651,ng,2013462,0,.,5.65,8.71193694,20,0,0,0,1,1,0,NaturalGas,.,.,.,.,.
g10652i,wind,2013466,0,5000.0,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
g10652,wind,2013466,0,.,.,0.0,20,0,0,0,1,1,0,Wind,.,.,.,.,.
