GENERATION_PROJECT,timepoint,gen_max_capacity_factor
g10619,14,0.4432
g10620,14,0.4432
g10621,14,0.4432
g10622,14,0.4432
g10633,14,0.4432
g10634,14,0.4432
g10635,14,0.4432
g10636,14,0.4432
g10637,14,0.4432
g10638,14,0.4432
g10639,14,0.3535
g10640,14,0.3535
g10641,14,0.3535
g10643,14,0.3535
g10644,14,0.3535
g10645,14,0.3535
g10654,14,0.3535
g10655,14,0.3535
g10656,14,0.3535
g10657,14,0.3535
g10658,14,0.3535
g10659,14,0.3535
g10663,14,0.3535
g10664,14,0.3535
g10665,14,0.3535
g10669,14,0.3535
g10670,14,0.3535
g10671,14,0.3535
g10672,14,0.3535
g10673,14,0.3535
g10674,14,0.3535
g10679,14,0.3535
g10680,14,0.3535
g10691,14,0.3535
g10692,14,0.3535
g10693,14,0.3535
g10695,14,0.3535
g10696,14,0.3535
g10701,14,0.3535
g10702,14,0.3535
g10703,14,0.3535
g10704,14,0.3535
g10728,14,0.3535
g10729,14,0.3535
g10730,14,0.3535
g10731,14,0.3535
g10732,14,0.3535
g10733,14,0.3535
g10734,14,0.3535
g10735,14,0.3535
g10736,14,0.3535
g10737,14,0.3535
g10739,14,0.3535
g10740,14,0.3535
g10741,14,0.3535
g10742,14,0.3535
g10743,14,0.3535
g10744,14,0.3535
g10745,14,0.3535
g10746,14,0.3535
g10747,14,0.3535
g10749,14,0.3535
g10750,14,0.3535
g10751,14,0.3535
g10757,14,0.3535
g10758,14,0.3535
g10759,14,0.3535
g10760,14,0.3535
g10761,14,0.3535
g10762,14,0.3535
g10766,14,0.3535
g10779,14,0.3535
g10780,14,0.3535
g10781,14,0.3535
g10782,14,0.3535
g10783,14,0.3535
g10784,14,0.3535
g10785,14,0.3535
g10786,14,0.3535
g10787,14,0.3535
g10788,14,0.3535
g10791,14,0.3535
g10792,14,0.3535
g10793,14,0.3535
g10794,14,0.3535
g10795,14,0.3535
g10796,14,0.3535
g10797,14,0.3535
g10798,14,0.3535
g10799,14,0.3535
g10800,14,0.3535
g10801,14,0.3535
g10802,14,0.3535
g10805,14,0.3535
g10816,14,0.4361
g10817,14,0.4361
g10820,14,0.4361
g10830,14,0.4361
g10831,14,0.4361
g10832,14,0.4361
g10833,14,0.4361
g10834,14,0.4361
g10835,14,0.4361
g10836,14,0.4361
g10837,14,0.4361
g10838,14,0.4361
g10839,14,0.4361
g10840,14,0.4361
g10841,14,0.4361
g10842,14,0.4361
g10843,14,0.4361
g10846,14,0.4361
g10847,14,0.4361
g10848,14,0.4361
g10849,14,0.4361
g10853,14,0.4361
g10854,14,0.4361
g10855,14,0.4361
g10856,14,0.4361
g10857,14,0.4361
g10861,14,0.4361
g10862,14,0.4361
g10863,14,0.4361
g10864,14,0.4361
g10868,14,0.4361
g10869,14,0.4361
g10870,14,0.4361
g10873,14,0.4361
g10874,14,0.4361
g10875,14,0.4361
g10876,14,0.4361
g10877,14,0.4361
g10878,14,0.4361
g10879,14,0.4361
g10880,14,0.4361
g10881,14,0.4361
g10882,14,0.4361
g10883,14,0.4361
g10884,14,0.4361
g10885,14,0.4361
g10886,14,0.4361
g10887,14,0.4361
g10888,14,0.4361
g10889,14,0.4361
g10890,14,0.4361
g10891,14,0.4361
g10892,14,0.4361
g10893,14,0.4361
g10894,14,0.4361
g10895,14,0.4361
g10896,14,0.4361
g10897,14,0.4361
g10898,14,0.4361
g10899,14,0.4361
g10900,14,0.4361
g10901,14,0.4361
g10902,14,0.4361
g10905,14,0.4361
g10906,14,0.4361
g10907,14,0.4361
g10908,14,0.4361
g10909,14,0.4361
g10910,14,0.4361
g10911,14,0.4361
g10912,14,0.4361
g10913,14,0.4361
g10914,14,0.4361
g10915,14,0.4361
g10916,14,0.4361
g10926,14,0.4361
g10927,14,0.4361
g10928,14,0.4361
g10929,14,0.4361
g10930,14,0.4361
g10931,14,0.4361
g10932,14,0.4361
g10933,14,0.4361
g10934,14,0.4361
g10942,14,0.4361
g10945,14,0.4361
g10946,14,0.4361
g10947,14,0.4361
g10954,14,0.4361
g10961,14,0.4361
g10962,14,0.4361
g10963,14,0.4361
g10964,14,0.4361
g10971,14,0.4361
g10972,14,0.4361
g10983,14,0.4361
g10984,14,0.4361
g10993,14,0.4361
g10994,14,0.4361
g10995,14,0.4361
g10996,14,0.4361
g10997,14,0.4361
g11000,14,0.4361
g11001,14,0.4361
g11002,14,0.4361
g11003,14,0.4361
g11004,14,0.4361
g11017,14,0.4361
g11018,14,0.4361
g11019,14,0.4361
g11020,14,0.4361
g11021,14,0.4361
g11022,14,0.4361
g11023,14,0.4361
g11024,14,0.4361
g11025,14,0.4361
g11026,14,0.4361
g11027,14,0.4361
g11028,14,0.4361
g11140,14,0.4361
g11141,14,0.4361
g11142,14,0.4361
g11143,14,0.436
g11144,14,0.436
g11145,14,0.436
g11146,14,0.436
g11147,14,0.436
g11148,14,0.4361
g11149,14,0.4361
g11150,14,0.4361
g11159,14,0.4361
g11160,14,0.4361
g11161,14,0.4361
g11162,14,0.4361
g11163,14,0.4361
g11164,14,0.4361
g11173,14,0.4361
g11174,14,0.4361
g11175,14,0.4361
g11176,14,0.4361
g11181,14,0.4361
g11182,14,0.4361
g11183,14,0.4361
g11184,14,0.4361
g11185,14,0.4361
g11191,14,0.4361
g11192,14,0.4361
g11193,14,0.4361
g11194,14,0.4361
g11195,14,0.4361
g11196,14,0.4361
g11197,14,0.4361
g11203,14,0.4361
g11204,14,0.4361
g11205,14,0.4361
g11212,14,0.4361
g11213,14,0.4361
g11214,14,0.4361
g11215,14,0.4361
g11221,14,0.4361
g11222,14,0.4361
g11223,14,0.436
g11224,14,0.436
g11225,14,0.436
g11226,14,0.436
g11227,14,0.4361
g11228,14,0.436
g11231,14,0.4361
g11236,14,0.4361
g11237,14,0.4361
g11238,14,0.4361
g11239,14,0.4361
g11240,14,0.4361
g11258,14,0.4361
g11267,14,0.4361
g11268,14,0.4361
g11269,14,0.4361
g11270,14,0.4361
g11273,14,0.4361
g11278,14,0.4361
g11279,14,0.4361
g11280,14,0.4361
g11293,14,0.4361
g11294,14,0.4361
g11295,14,0.4361
g11296,14,0.4361
g11297,14,0.436
g11298,14,0.4361
g11299,14,0.4361
g11300,14,0.4361
g11301,14,0.4361
g11302,14,0.4361
g11303,14,0.4361
g11314,14,0.4361
g11315,14,0.4361
g11316,14,0.4361
g11317,14,0.4361
g11318,14,0.4361
g11319,14,0.4361
g11320,14,0.4361
g11329,14,0.4361
g11330,14,0.4361
g11331,14,0.4361
g11332,14,0.4361
g11423,14,0.4361
g11424,14,0.4361
g11425,14,0.4361
g11426,14,0.4361
g11545,14,0.4361
g11546,14,0.4361
g11547,14,0.4361
g11608,14,0.4361
g11609,14,0.4361
g11610,14,0.4361
g11611,14,0.4361
g11612,14,0.4361
g11613,14,0.4361
g11614,14,0.4361
g11615,14,0.4361
g11616,14,0.4361
g11617,14,0.4361
g11618,14,0.4361
g11619,14,0.4361
g11620,14,0.4361
g11628,14,0.4361
g11629,14,0.4361
g11630,14,0.4361
g11631,14,0.4361
g11632,14,0.4361
g11633,14,0.4361
g11634,14,0.4361
g11755,14,0.4361
g11756,14,0.4361
g11757,14,0.4361
g11758,14,0.4361
g11759,14,0.4361
g11760,14,0.4361
g11774,14,0.4361
g11775,14,0.4361
g11776,14,0.4361
g11785,14,0.4361
g11786,14,0.4361
g11787,14,0.4361
g11788,14,0.4361
g11838,14,0.4361
g11839,14,0.4361
g11843,14,0.4361
g11844,14,0.4361
g11845,14,0.4361
g11846,14,0.4361
g12051,14,0.2327
g12052,14,0.2327
g12053,14,0.2327
g12054,14,0.2327
g12055,14,0.2327
g12056,14,0.2327
g12075,14,0.384
g12077,14,0.384
g12078,14,0.384
g12079,14,0.384
g12080,14,0.384
g12091,14,0.384
g12092,14,0.384
g12093,14,0.384
g12094,14,0.384
g12095,14,0.384
g12118,14,0.384
g12119,14,0.384
g12217,14,0.384
g12218,14,0.384
g12219,14,0.384
g12220,14,0.384
g12221,14,0.384
g12222,14,0.384
g12232,14,0.384
g12235,14,0.384
g12236,14,0.384
g12237,14,0.384
g12238,14,0.384
g12254,14,0.384
g12255,14,0.384
g12256,14,0.384
g12257,14,0.384
g12258,14,0.384
g12259,14,0.384
g12292,14,0.4194
g12293,14,0.4194
g12342,14,0.4194
g12343,14,0.4194
g12344,14,0.4194
g12349,14,0.2611
g12350,14,0.2611
g12351,14,0.2611
g12352,14,0.2611
g12353,14,0.2611
g12354,14,0.2611
g12455,14,0.2243
g12472,14,0.2243
g12473,14,0.2243
g12474,14,0.2243
g12475,14,0.2243
g12483,14,0.2243
g12484,14,0.2243
g12497,14,0.2243
g12498,14,0.2243
g12499,14,0.2243
g12508,14,0.2243
g12509,14,0.2243
g12510,14,0.2243
g12511,14,0.2243
g12517,14,0.2243
g12518,14,0.2243
g12519,14,0.2243
g12521,14,0.2243
g12522,14,0.2243
g12533,14,0.2243
g12534,14,0.2243
g12557,14,0.2243
g12558,14,0.2243
g12559,14,0.2243
g12560,14,0.2243
g12589,14,0.704
g12590,14,0.704
g12624,14,0.704
g12625,14,0.704
g12626,14,0.704
g12627,14,0.704
g12628,14,0.704
g12629,14,0.704
g12630,14,0.704
g12650,14,0.704
g12651,14,0.704
g12652,14,0.704
g12653,14,0.704
g12654,14,0.704
g12655,14,0.704
g12660,14,0.5876
g12661,14,0.5876
g12662,14,0.5876
g12663,14,0.5876
g12664,14,0.5876
g12665,14,0.5876
g12666,14,0.5876
g12667,14,0.5876
g12668,14,0.5876
g12669,14,0.5876
g12679,14,0.5876
g12680,14,0.5876
g12681,14,0.5876
g12682,14,0.5876
g12683,14,0.5876
g12690,14,0.5876
g12691,14,0.5876
g12692,14,0.5876
g12696,14,0.5876
g12697,14,0.5876
g12698,14,0.5876
g12699,14,0.5876
g12702,14,0.5876
g12703,14,0.5876
g12704,14,0.5876
g12705,14,0.5876
g12706,14,0.5876
g12707,14,0.5876
g12708,14,0.5876
g12709,14,0.5876
g12710,14,0.5876
g12714,14,0.5876
g12715,14,0.5876
g12716,14,0.5876
g12718,14,0.5876
g12719,14,0.5876
g12720,14,0.5876
g12721,14,0.5876
g12722,14,0.5876
g12723,14,0.5876
g12724,14,0.5876
g12729,14,0.5876
g12730,14,0.5876
g12731,14,0.5876
g12735,14,0.5876
g12736,14,0.5876
g12737,14,0.5876
g12746,14,0.5876
g12747,14,0.5876
g12748,14,0.5876
g12749,14,0.5876
g12750,14,0.5876
g12755,14,0.5876
g12756,14,0.5876
g12757,14,0.5876
g12759,14,0.5876
g12760,14,0.5876
g12761,14,0.5876
g12762,14,0.5876
g12763,14,0.5876
g12764,14,0.5876
g12765,14,0.5876
g12766,14,0.5876
g12767,14,0.5876
g12768,14,0.5876
g12769,14,0.5876
g12770,14,0.5876
g12771,14,0.5876
g12774,14,0.5876
g12775,14,0.5876
g12776,14,0.5876
g12777,14,0.5876
g12782,14,0.4352
g12783,14,0.4352
g12784,14,0.4352
g12785,14,0.4352
g12786,14,0.4352
g12791,14,0.4352
g12792,14,0.4352
g12793,14,0.4352
g12798,14,0.4352
g12799,14,0.4352
g12800,14,0.4352
g12801,14,0.4352
g12802,14,0.4352
g12803,14,0.4352
g12804,14,0.4352
g12805,14,0.4352
g12806,14,0.4352
g12807,14,0.4352
g12808,14,0.4352
g12809,14,0.4352
g12812,14,0.4352
g12813,14,0.4352
g12814,14,0.4352
g12815,14,0.4352
g12816,14,0.4352
g12817,14,0.4352
g12818,14,0.4352
g12819,14,0.4352
g12823,14,0.4352
g12824,14,0.4352
g12825,14,0.4352
g12826,14,0.4352
g12827,14,0.4352
g12828,14,0.4352
g12839,14,0.4352
g12840,14,0.4352
g12841,14,0.4352
g12842,14,0.4352
g12843,14,0.4352
g12844,14,0.4352
g12845,14,0.4352
g12846,14,0.4352
g12847,14,0.4352
g12848,14,0.4352
g12849,14,0.4352
g12850,14,0.4352
g12855,14,0.4352
g12856,14,0.4352
g12857,14,0.4352
g12858,14,0.4352
g12859,14,0.4352
g12860,14,0.4352
g12861,14,0.4352
g12862,14,0.4352
g12863,14,0.4352
g10390,15,0.2691
g10391,15,0.2691
g10392,15,0.2691
g10393,15,0.2691
g10394,15,0.2691
g10395,15,0.2691
g10396,15,0.2691
g10398,15,0.2691
g10399,15,0.2691
g10402,15,0.2691
g10403,15,0.2691
g10404,15,0.2691
g10405,15,0.2691
g10406,15,0.2691
g10407,15,0.2691
g10408,15,0.2691
g10409,15,0.2691
g10410,15,0.2691
g10411,15,0.2691
g10412,15,0.2691
g10413,15,0.2691
g10414,15,0.2691
g10415,15,0.2691
g10416,15,0.2691
g10417,15,0.2691
g10418,15,0.2691
g10419,15,0.2691
g10420,15,0.2691
g10421,15,0.2691
g10422,15,0.2691
g10425,15,0.2691
g10426,15,0.2691
g10427,15,0.2691
g10429,15,0.2691
g10430,15,0.2691
g10431,15,0.2691
g10432,15,0.2691
g10433,15,0.2691
g10434,15,0.2691
g10435,15,0.2691
g10436,15,0.2691
g10437,15,0.2691
g10438,15,0.2691
g10439,15,0.2691
g10440,15,0.2691
g10443,15,0.2691
g10444,15,0.2691
g10445,15,0.2691
g10446,15,0.2691
g10449,15,0.2691
g10450,15,0.2691
g10464,15,0.2691
g10465,15,0.2691
g10466,15,0.2691
g10467,15,0.2691
g10468,15,0.2691
g10469,15,0.2691
g10471,15,0.2691
g10472,15,0.2691
g10476,15,0.2691
g10477,15,0.2691
g10478,15,0.2691
g10479,15,0.2691
g10480,15,0.2691
g10481,15,0.2691
g10485,15,0.2691
g10486,15,0.2691
g10487,15,0.2691
g10488,15,0.2691
g10489,15,0.2691
g10490,15,0.2691
g10491,15,0.2691
g10492,15,0.2691
g10493,15,0.2691
g10494,15,0.2691
g10495,15,0.2691
g10496,15,0.2691
g10499,15,0.2691
g10500,15,0.2691
g10501,15,0.2691
g10502,15,0.2691
g10503,15,0.2691
g10504,15,0.2691
g10506,15,0.2691
g10507,15,0.2691
g10508,15,0.2691
g10509,15,0.2691
g10510,15,0.2691
g10511,15,0.2691
g10512,15,0.2691
g10513,15,0.2691
g10520,15,0.2691
g10521,15,0.2691
g10523,15,0.2691
g10524,15,0.2691
g10525,15,0.2691
g10526,15,0.2691
g10527,15,0
g10528,15,0.2691
g10529,15,0.2691
g10530,15,0.2691
g10531,15,0.2691
g10532,15,0.2691
g10533,15,0.2691
g10536,15,0.2691
g10537,15,0.2691
g10542,15,0.2691
g10543,15,0.2691
g10547,15,0.2691
g10548,15,0.2691
g10549,15,0.2691
g10550,15,0.2691
g10551,15,0.2691
g10552,15,0.2691
g10553,15,0.2691
g10554,15,0.2691
g10555,15,0.2691
g10556,15,0.2691
g10557,15,0.2691
g10558,15,0.2691
g10561,15,0.2691
g10562,15,0.2691
g10563,15,0.2691
g10565,15,0.2691
g10566,15,0.2691
g10567,15,0.2691
g10568,15,0.2691
g10576,15,0.2691
g10577,15,0.2691
g10578,15,0.2691
g10579,15,0.2691
g10580,15,0.2691
g10581,15,0.2691
g10584,15,0.2691
g10585,15,0.2691
g10586,15,0.2691
g10587,15,0.2691
g10588,15,0.2691
g10589,15,0.2691
g10590,15,0.2691
g10591,15,0.2691
g10592,15,0.2691
g10593,15,0.2691
g10594,15,0.2691
g10595,15,0.2691
g10596,15,0.2691
g10597,15,0.2691
g10598,15,0.2691
g10606,15,0.2691
g10607,15,0.2691
g10608,15,0.2691
g10609,15,0.2691
g10610,15,0.2691
g10611,15,0.2691
g10612,15,0.2691
g10613,15,0.2691
g10614,15,0.2691
g10615,15,0.2691
g10619,15,0.2691
g10620,15,0.2691
g10621,15,0.2691
g10622,15,0.2691
g10633,15,0.2691
g10634,15,0.2691
g10635,15,0.2691
g10636,15,0.2691
g10637,15,0.2691
g10638,15,0.2691
g10639,15,0.2134
g10640,15,0.2134
g10641,15,0.2134
g10643,15,0.2134
g10644,15,0.2134
g10645,15,0.2134
g10654,15,0.2134
g10655,15,0.2134
g10656,15,0.2134
g10657,15,0.2134
g10658,15,0.2134
g10659,15,0.2134
g10663,15,0.2134
g10664,15,0.2134
g10665,15,0.2134
g10669,15,0.2134
g10670,15,0.2134
g10671,15,0.2134
g10672,15,0.2134
g10673,15,0.2134
g10674,15,0.2134
g10679,15,0.2134
g10680,15,0.2134
g10691,15,0.2134
g10692,15,0.2134
g10693,15,0.2134
g10695,15,0.2134
g10696,15,0.2134
g10701,15,0.2134
g10702,15,0.2134
g10703,15,0.2134
g10704,15,0.2134
g10728,15,0.2134
g10729,15,0.2134
g10730,15,0.2134
g10731,15,0.2134
g10732,15,0.2134
g10733,15,0.2134
g10734,15,0.2134
g10735,15,0.2134
g10736,15,0.2134
g10737,15,0.2134
g10739,15,0.2134
g10740,15,0.2134
g10741,15,0.2134
g10742,15,0.2134
g10743,15,0.2134
g10744,15,0.2134
g10745,15,0.2134
g10746,15,0.2134
g10747,15,0.2134
g10749,15,0.2134
g10750,15,0.2134
g10751,15,0.2134
g10757,15,0.2134
g10758,15,0.2134
g10759,15,0.2134
g10760,15,0.2134
g10761,15,0.2134
g10762,15,0.2134
g10766,15,0.2134
g10779,15,0.2134
g10780,15,0.2134
g10781,15,0.2134
g10782,15,0.2134
g10783,15,0.2134
g10784,15,0.2134
g10785,15,0.2134
g10786,15,0.2134
g10787,15,0.2134
g10788,15,0.2134
g10791,15,0.2134
g10792,15,0.2134
g10793,15,0.2134
g10794,15,0.2134
g10795,15,0.2134
g10796,15,0.2134
g10797,15,0.2134
g10798,15,0.2134
g10799,15,0.2134
g10800,15,0.2134
g10801,15,0.2134
g10802,15,0.2134
g10805,15,0.2134
g10816,15,0.255
g10817,15,0.255
g10820,15,0.255
g10830,15,0.255
g10831,15,0.255
g10832,15,0.255
g10833,15,0.255
g10834,15,0.255
g10835,15,0.255
g10836,15,0.255
g10837,15,0.255
g10838,15,0.255
g10839,15,0.255
g10840,15,0.255
g10841,15,0.255
g10842,15,0.255
g10843,15,0.255
g10846,15,0.255
g10847,15,0.255
g10848,15,0.255
g10849,15,0.255
g10853,15,0.255
g10854,15,0.255
g10855,15,0.255
g10856,15,0.255
g10857,15,0.255
g10861,15,0.255
g10862,15,0.255
g10863,15,0.255
g10864,15,0.255
g10868,15,0.255
g10869,15,0.255
g10870,15,0.255
g10873,15,0.255
g10874,15,0.255
g10875,15,0.255
g10876,15,0.255
g10877,15,0.255
g10878,15,0.255
g10879,15,0.255
g10880,15,0.255
g10881,15,0.255
g10882,15,0.255
g10883,15,0.255
g10884,15,0.255
g10885,15,0.255
g10886,15,0.255
g10887,15,0.255
g10888,15,0.255
g10889,15,0.255
g10890,15,0.255
g10891,15,0.255
g10892,15,0.255
g10893,15,0.255
g10894,15,0.255
g10895,15,0.255
g10896,15,0.255
g10897,15,0.255
g10898,15,0.255
g10899,15,0.255
g10900,15,0.255
g10901,15,0.255
g10902,15,0.255
g10905,15,0.255
g10906,15,0.255
g10907,15,0.255
g10908,15,0.255
g10909,15,0.255
g10910,15,0.255
g10911,15,0.255
g10912,15,0.255
g10913,15,0.255
g10914,15,0.255
g10915,15,0.255
g10916,15,0.255
g10926,15,0.255
g10927,15,0.255
g10928,15,0.255
g10929,15,0.255
g10930,15,0.255
g10931,15,0.255
g10932,15,0.255
g10933,15,0.255
g10934,15,0.255
g10942,15,0.255
g10945,15,0.255
g10946,15,0.255
g10947,15,0.255
g10954,15,0.255
g10961,15,0.255
g10962,15,0.255
g10963,15,0.255
g10964,15,0.255
g10971,15,0.255
g10972,15,0.255
g10983,15,0.255
g10984,15,0.255
g10993,15,0.255
g10994,15,0.255
g10995,15,0.255
g10996,15,0.255
g10997,15,0.255
g11000,15,0.255
g11001,15,0.255
g11002,15,0.255
g11003,15,0.255
g11004,15,0.255
g11017,15,0.255
g11018,15,0.255
g11019,15,0.255
g11020,15,0.255
g11021,15,0.255
g11022,15,0.255
g11023,15,0.255
g11024,15,0.255
g11025,15,0.255
g11026,15,0.255
g11027,15,0.255
g11028,15,0.255
g11140,15,0.255
g11141,15,0.255
g11142,15,0.255
g11143,15,0.255
g11144,15,0.2549
g11145,15,0.2549
g11146,15,0.2549
g11147,15,0.255
g11148,15,0.255
g11149,15,0.255
g11150,15,0.255
g11159,15,0.255
g11160,15,0.255
g11161,15,0.255
g11162,15,0.255
g11163,15,0.255
g11164,15,0.255
g11173,15,0.255
g11174,15,0.255
g11175,15,0.255
g11176,15,0.255
g11181,15,0.255
g11182,15,0.255
g11183,15,0.255
g11184,15,0.255
g11185,15,0.255
g11191,15,0.255
g11192,15,0.255
g11193,15,0.255
g11194,15,0.255
g11195,15,0.255
g11196,15,0.255
g11197,15,0.255
g11203,15,0.255
g11204,15,0.255
g11205,15,0.255
g11212,15,0.255
g11213,15,0.255
g11214,15,0.255
g11215,15,0.255
g11221,15,0.255
g11222,15,0.255
g11223,15,0.255
g11224,15,0.255
g11225,15,0.255
g11226,15,0.255
g11227,15,0.255
g11228,15,0.255
g11231,15,0.255
g11236,15,0.255
g11237,15,0.255
g11238,15,0.255
g11239,15,0.255
g11240,15,0.255
g11258,15,0.255
g11267,15,0.255
g11268,15,0.255
g11269,15,0.255
g11270,15,0.255
g11273,15,0.255
g11278,15,0.255
g11279,15,0.255
g11280,15,0.255
g11293,15,0.255
g11294,15,0.255
g11295,15,0.255
g11296,15,0.255
g11297,15,0.2549
g11298,15,0.255
g11299,15,0.255
g11300,15,0.255
g11301,15,0.255
g11302,15,0.255
g11303,15,0.255
g11314,15,0.255
g11315,15,0.255
g11316,15,0.255
g11317,15,0.255
g11318,15,0.255
g11319,15,0.255
g11320,15,0.255
g11329,15,0.255
g11330,15,0.255
g11331,15,0.255
g11332,15,0.255
g11423,15,0.255
g11424,15,0.255
g11425,15,0.255
g11426,15,0.255
g11545,15,0.255
g11546,15,0.255
g11547,15,0.255
g11608,15,0.255
g11609,15,0.255
g11610,15,0.255
g11611,15,0.255
g11612,15,0.255
g11613,15,0.255
g11614,15,0.255
g11615,15,0.255
g11616,15,0.255
g11617,15,0.255
g11618,15,0.255
g11619,15,0.255
g11620,15,0.255
g11628,15,0.255
g11629,15,0.255
g11630,15,0.255
g11631,15,0.255
g11632,15,0.255
g11633,15,0.255
g11634,15,0.255
g11755,15,0.255
g11756,15,0.255
g11757,15,0.255
g11758,15,0.255
g11759,15,0.255
g11760,15,0.255
g11774,15,0.255
g11775,15,0.255
g11776,15,0.255
g11785,15,0.255
g11786,15,0.255
g11787,15,0.255
g11788,15,0.255
g11838,15,0.255
g11839,15,0.255
g11843,15,0.255
g11844,15,0.255
g11845,15,0.255
g11846,15,0.255
g12051,15,0.1399
g12052,15,0.1399
g12053,15,0.1399
g12054,15,0.1399
g12055,15,0.1399
g12056,15,0.1399
g12075,15,0.2325
g12077,15,0.2325
g12078,15,0.2325
g12079,15,0.2325
g12080,15,0.2325
g12091,15,0.2325
g12092,15,0.2325
g12093,15,0.2325
g12094,15,0.2325
g12095,15,0.2325
g12118,15,0.2325
g12119,15,0.2325
g12217,15,0.2325
g12218,15,0.2325
g12219,15,0.2325
g12220,15,0.2325
g12221,15,0.2325
g12222,15,0.2325
g12232,15,0.2325
g12235,15,0.2325
g12236,15,0.2325
g12237,15,0.2325
g12238,15,0.2325
g12254,15,0.2325
g12255,15,0.2325
g12256,15,0.2325
g12257,15,0.2325
g12258,15,0.2325
g12259,15,0.2325
g12292,15,0.2497
g12293,15,0.2497
g12342,15,0.2497
g12343,15,0.2497
g12344,15,0.2497
g12349,15,0.1555
g12350,15,0.1555
g12351,15,0.1555
g12352,15,0.1555
g12353,15,0.1555
g12354,15,0.1555
g12455,15,0.1279
g12472,15,0.1279
g12473,15,0.1279
g12474,15,0.1279
g12475,15,0.1279
g12483,15,0.1279
g12484,15,0.1279
g12497,15,0.1279
g12498,15,0.1279
g12499,15,0.1279
g12508,15,0.1279
g12509,15,0.1279
g12510,15,0.1279
g12511,15,0.1279
g12517,15,0.1279
g12518,15,0.1279
g12519,15,0.1279
g12521,15,0.1279
g12522,15,0.1279
g12533,15,0.1279
g12534,15,0.1279
g12557,15,0.1279
g12558,15,0.1279
g12559,15,0.1279
g12560,15,0.1279
g12589,15,0.6559
g12590,15,0.6559
g12624,15,0.6559
g12625,15,0.6559
g12626,15,0.6559
g12627,15,0.6559
g12628,15,0.6559
g12629,15,0.6559
g12630,15,0.6559
g12650,15,0.6559
g12651,15,0.6559
g12652,15,0.6559
g12653,15,0.6559
g12654,15,0.6559
g12655,15,0.6559
g12660,15,0.3511
g12661,15,0.3511
g12662,15,0.3511
g12663,15,0.3511
g12664,15,0.3511
g12665,15,0.3511
g12666,15,0.3511
g12667,15,0.3511
g12668,15,0.3511
g12669,15,0.3511
g12679,15,0.3511
g12680,15,0.3511
g12681,15,0.3511
g12682,15,0.3511
g12683,15,0.3511
g12690,15,0.3511
g12691,15,0.3511
g12692,15,0.3511
g12696,15,0.3511
g12697,15,0.3511
g12698,15,0.3511
g12699,15,0.3511
g12702,15,0.3511
g12703,15,0.3511
g12704,15,0.3511
g12705,15,0.3511
g12706,15,0.3511
g12707,15,0.3511
g12708,15,0.3511
g12709,15,0.3511
g12710,15,0.3511
g12714,15,0.3511
g12715,15,0.3511
g12716,15,0.3511
g12718,15,0.3511
g12719,15,0.3511
g12720,15,0.3511
g12721,15,0.3511
g12722,15,0.3511
g12723,15,0.3511
g12724,15,0.3511
g12729,15,0.3511
g12730,15,0.3511
g12731,15,0.3511
g12735,15,0.3511
g12736,15,0.3511
g12737,15,0.3511
g12746,15,0.3511
g12747,15,0.3511
g12748,15,0.3511
g12749,15,0.3511
g12750,15,0.3511
g12755,15,0.3511
g12756,15,0.3511
g12757,15,0.3511
g12759,15,0.3511
g12760,15,0.3511
g12761,15,0.3511
g12762,15,0.3511
g12763,15,0.3511
g12764,15,0.3511
g12765,15,0.3511
g12766,15,0.3511
g12767,15,0.3511
g12768,15,0.3511
g12769,15,0.3511
g12770,15,0.3511
g12771,15,0.3511
g12774,15,0.3511
g12775,15,0.3511
g12776,15,0.3511
g12777,15,0.3511
g12782,15,0.254
g12783,15,0.254
g12784,15,0.254
g12785,15,0.254
g12786,15,0.254
g12791,15,0.254
g12792,15,0.254
g12793,15,0.254
g12798,15,0.254
g12799,15,0.254
g12800,15,0.254
g12801,15,0.254
g12802,15,0.254
g12803,15,0.254
g12804,15,0.254
g12805,15,0.254
g12806,15,0.254
g12807,15,0.254
g12808,15,0.254
g12809,15,0.254
g12812,15,0.254
g12813,15,0.254
g12814,15,0.254
g12815,15,0.254
g12816,15,0.254
g12817,15,0.254
g12818,15,0.254
g12819,15,0.254
g12823,15,0.254
g12824,15,0.254
g12825,15,0.254
g12826,15,0.254
g12827,15,0.254
g12828,15,0.254
g12839,15,0.254
g12840,15,0.254
g12841,15,0.254
g12842,15,0.254
g12843,15,0.254
g12844,15,0.254
g12845,15,0.254
g12846,15,0.254
g12847,15,0.254
g12848,15,0.254
g12849,15,0.254
g12850,15,0.254
g12855,15,0.254
g12856,15,0.254
g12857,15,0.254
g12858,15,0.254
g12859,15,0.254
g12860,15,0.254
g12861,15,0.254
g12862,15,0.254
g12863,15,0.254
g10390,16,0.4675
g10391,16,0.4675
g10392,16,0.4675
g10393,16,0.4675
g10394,16,0.4675
g10395,16,0.4675
g10396,16,0.4675
g10398,16,0.4675
g10399,16,0.4675
g10402,16,0.4675
g10403,16,0.4675
g10404,16,0.4675
g10405,16,0.4675
g10406,16,0.4675
g10407,16,0.4675
g10408,16,0.4675
g10409,16,0.4675
g10410,16,0.4675
g10411,16,0.4675
g10412,16,0.4675
g10413,16,0.4675
g10414,16,0.4675
g10415,16,0.4675
g10416,16,0.4675
g10417,16,0.4675
g10418,16,0.4675
g10419,16,0.4675
g10420,16,0.4675
g10421,16,0.4675
g10422,16,0.4675
